Series Code,Country Name,Country Code,Year,GDP
NY.GDP.MKTP.CD,Haiti,HTI,1960,NA
NY.GDP.MKTP.CD,Honduras,HND,1960,335650000
NY.GDP.MKTP.CD,Hungary,HUN,1960,NA
NY.GDP.MKTP.CD,Iceland,ISL,1960,248434097
NY.GDP.MKTP.CD,India,IND,1960,36535925031
NY.GDP.MKTP.CD,Indonesia,IDN,1960,NA
NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,1960,4199134390
NY.GDP.MKTP.CD,Iraq,IRQ,1960,1684121535
NY.GDP.MKTP.CD,Ireland,IRL,1960,1939329775
NY.GDP.MKTP.CD,Isle of Man,IMN,1960,NA
NY.GDP.MKTP.CD,Israel,ISR,1960,2598500000
NY.GDP.MKTP.CD,Italy,ITA,1960,40385288344
NY.GDP.MKTP.CD,Jamaica,JAM,1960,699050679
NY.GDP.MKTP.CD,Japan,JPN,1960,44307342950
NY.GDP.MKTP.CD,Jordan,JOR,1960,NA
NY.GDP.MKTP.CD,Kazakhstan,KAZ,1960,NA
NY.GDP.MKTP.CD,Kenya,KEN,1960,791265458.8
NY.GDP.MKTP.CD,Kiribati,KIR,1960,NA
NY.GDP.MKTP.CD,"Korea, Dem. People_验s Rep.",PRK,1960,NA
NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1960,3957873926
NY.GDP.MKTP.CD,Kuwait,KWT,1960,NA
NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1960,NA
NY.GDP.MKTP.CD,Lao PDR,LAO,1960,NA
NY.GDP.MKTP.CD,Latvia,LVA,1960,NA
NY.GDP.MKTP.CD,Lebanon,LBN,1960,NA
NY.GDP.MKTP.CD,Lesotho,LSO,1960,34579308.41
NY.GDP.MKTP.CD,Liberia,LBR,1960,190495600
NY.GDP.MKTP.CD,Libya,LBY,1960,NA
NY.GDP.MKTP.CD,Liechtenstein,LIE,1960,NA
NY.GDP.MKTP.CD,Lithuania,LTU,1960,NA
NY.GDP.MKTP.CD,"Macao SAR, China",MAC,1960,NA
NY.GDP.MKTP.CD,"Macedonia, FYR",MKD,1960,NA
NY.GDP.MKTP.CD,Madagascar,MDG,1960,673081724.1
NY.GDP.MKTP.CD,Malawi,MWI,1960,162956740.9
NY.GDP.MKTP.CD,Malaysia,MYS,1960,1916241997
NY.GDP.MKTP.CD,Maldives,MDV,1960,NA
NY.GDP.MKTP.CD,Mali,MLI,1960,NA
NY.GDP.MKTP.CD,Malta,MLT,1960,NA
NY.GDP.MKTP.CD,Marshall Islands,MHL,1960,NA
NY.GDP.MKTP.CD,Mauritania,MRT,1960,92609222.69
NY.GDP.MKTP.CD,Mauritius,MUS,1960,NA
NY.GDP.MKTP.CD,Mexico,MEX,1960,1.30E+10
NY.GDP.MKTP.CD,Moldova,MDA,1960,NA
NY.GDP.MKTP.CD,Monaco,MCO,1960,NA
NY.GDP.MKTP.CD,Mongolia,MNG,1960,NA
NY.GDP.MKTP.CD,Morocco,MAR,1960,2037150716
NY.GDP.MKTP.CD,Mozambique,MOZ,1960,NA
NY.GDP.MKTP.CD,Namibia,NAM,1960,NA
NY.GDP.MKTP.CD,Nepal,NPL,1960,508334414
NY.GDP.MKTP.CD,Netherlands,NLD,1960,12276734172
NY.GDP.MKTP.CD,New Caledonia,NCL,1960,NA
NY.GDP.MKTP.CD,New Zealand,NZL,1960,5485854792
NY.GDP.MKTP.CD,Nicaragua,NIC,1960,NA
NY.GDP.MKTP.CD,Niger,NER,1960,449526872.6
NY.GDP.MKTP.CD,Nigeria,NGA,1960,4196092258
NY.GDP.MKTP.CD,Norway,NOR,1960,5163271598
NY.GDP.MKTP.CD,Oman,OMN,1960,NA
NY.GDP.MKTP.CD,Pakistan,PAK,1960,3707055901
NY.GDP.MKTP.CD,Panama,PAN,1960,537147100
NY.GDP.MKTP.CD,Papua New Guinea,PNG,1960,230496033
NY.GDP.MKTP.CD,Paraguay,PRY,1960,NA
NY.GDP.MKTP.CD,Peru,PER,1960,2571908062
NY.GDP.MKTP.CD,Philippines,PHL,1960,6684568805
NY.GDP.MKTP.CD,Poland,POL,1960,NA
NY.GDP.MKTP.CD,Portugal,PRT,1960,3193200404
NY.GDP.MKTP.CD,Puerto Rico,PRI,1960,1691900000
NY.GDP.MKTP.CD,Qatar,QAT,1960,NA
NY.GDP.MKTP.CD,Romania,ROU,1960,NA
NY.GDP.MKTP.CD,Russian Federation,RUS,1960,NA
NY.GDP.MKTP.CD,Rwanda,RWA,1960,119000024
NY.GDP.MKTP.CD,Samoa,WSM,1960,NA
NY.GDP.MKTP.CD,Saudi Arabia,SAU,1960,NA
NY.GDP.MKTP.CD,Senegal,SEN,1960,792824707.3
NY.GDP.MKTP.CD,Serbia,SRB,1960,NA
NY.GDP.MKTP.CD,Seychelles,SYC,1960,12012025.25
NY.GDP.MKTP.CD,Sierra Leone,SLE,1960,322009471.6
NY.GDP.MKTP.CD,Singapore,SGP,1960,704462302.4
NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,1960,NA
NY.GDP.MKTP.CD,Slovak Republic,SVK,1960,NA
NY.GDP.MKTP.CD,Slovenia,SVN,1960,NA
NY.GDP.MKTP.CD,Solomon Islands,SLB,1960,NA
NY.GDP.MKTP.CD,South Africa,ZAF,1960,7575248495
NY.GDP.MKTP.CD,Spain,ESP,1960,12072126075
NY.GDP.MKTP.CD,Sri Lanka,LKA,1960,1409873950
NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,1960,12366563.61
NY.GDP.MKTP.CD,St. Lucia,LCA,1960,NA
NY.GDP.MKTP.CD,St. Martin (French part),MAF,1960,NA
NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,1960,13066557.78
NY.GDP.MKTP.CD,Sudan,SDN,1960,1307333333
NY.GDP.MKTP.CD,Suriname,SUR,1960,93850000
NY.GDP.MKTP.CD,Sweden,SWE,1960,14842870293
NY.GDP.MKTP.CD,Switzerland,CHE,1960,9522746719
NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,1960,857704431.7
NY.GDP.MKTP.CD,Tajikistan,TJK,1960,NA
NY.GDP.MKTP.CD,Tanzania,TZA,1960,NA
NY.GDP.MKTP.CD,Thailand,THA,1960,2760747472
NY.GDP.MKTP.CD,Togo,TGO,1960,121128073.1
NY.GDP.MKTP.CD,Tonga,TON,1960,NA
NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,1960,535670127.7
NY.GDP.MKTP.CD,Tunisia,TUN,1960,NA
NY.GDP.MKTP.CD,Turkey,TUR,1960,13995067818
NY.GDP.MKTP.CD,Turkmenistan,TKM,1960,NA
NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,1960,NA
NY.GDP.MKTP.CD,Tuvalu,TUV,1960,NA
NY.GDP.MKTP.CD,Uganda,UGA,1960,423008385.7
NY.GDP.MKTP.CD,Ukraine,UKR,1960,NA
NY.GDP.MKTP.CD,United Arab Emirates,ARE,1960,NA
NY.GDP.MKTP.CD,United Kingdom,GBR,1960,72328047042
NY.GDP.MKTP.CD,United States,USA,1960,5.43E+11
NY.GDP.MKTP.CD,Uruguay,URY,1960,1242289239
NY.GDP.MKTP.CD,Uzbekistan,UZB,1960,NA
NY.GDP.MKTP.CD,Vanuatu,VUT,1960,NA
NY.GDP.MKTP.CD,"Venezuela, RB",VEN,1960,8736939394
NY.GDP.MKTP.CD,Vietnam,VNM,1960,NA
NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,1960,24200000
NY.GDP.MKTP.CD,West Bank and Gaza,PSE,1960,NA
NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,1960,NA
NY.GDP.MKTP.CD,Zambia,ZMB,1960,7.13E+08
NY.GDP.MKTP.CD,Zimbabwe,ZWE,1960,1052990400
NY.GDP.MKTP.CD,Arab World,ARB,1960,NA
NY.GDP.MKTP.CD,Caribbean small states,CSS,1960,1904498765
NY.GDP.MKTP.CD,North America,NAC,1960,5.84E+11
NY.GDP.MKTP.CD,Not classified,INX,1960,NA
NY.GDP.MKTP.CD,Other small states,OSS,1960,NA
NY.GDP.MKTP.CD,Pacific island small states,PSS,1960,NA
NY.GDP.MKTP.CD,Small states,SST,1960,NA
NY.GDP.MKTP.CD,Afghanistan,AFG,1961,548888895.6
NY.GDP.MKTP.CD,Albania,ALB,1961,NA
NY.GDP.MKTP.CD,Algeria,DZA,1961,2434776646
NY.GDP.MKTP.CD,Andorra,AND,1961,NA
NY.GDP.MKTP.CD,Angola,AGO,1961,NA
NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1961,NA
NY.GDP.MKTP.CD,Argentina,ARG,1961,NA
NY.GDP.MKTP.CD,Armenia,ARM,1961,NA
NY.GDP.MKTP.CD,Australia,AUS,1961,19648336880
NY.GDP.MKTP.CD,Austria,AUT,1961,7311749633
NY.GDP.MKTP.CD,Azerbaijan,AZE,1961,NA
NY.GDP.MKTP.CD,"Bahamas, The",BHS,1961,190098039.2
NY.GDP.MKTP.CD,Bahrain,BHR,1961,NA
NY.GDP.MKTP.CD,Bangladesh,BGD,1961,4817580184
NY.GDP.MKTP.CD,Barbados,BRB,1961,NA
NY.GDP.MKTP.CD,Belarus,BLR,1961,NA
NY.GDP.MKTP.CD,Belgium,BEL,1961,12400145222
NY.GDP.MKTP.CD,Belize,BLZ,1961,29964370.71
NY.GDP.MKTP.CD,Benin,BEN,1961,235668222.4
NY.GDP.MKTP.CD,Bermuda,BMU,1961,89249986.7
NY.GDP.MKTP.CD,Bhutan,BTN,1961,NA
NY.GDP.MKTP.CD,Bolivia,BOL,1961,612518906.8
NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,1961,NA
NY.GDP.MKTP.CD,Botswana,BWA,1961,32902336.64
NY.GDP.MKTP.CD,Brazil,BRA,1961,15236854859
NY.GDP.MKTP.CD,British Virgin Islands,VGB,1961,NA
NY.GDP.MKTP.CD,Brunei Darussalam,BRN,1961,NA
NY.GDP.MKTP.CD,Bulgaria,BGR,1961,NA
NY.GDP.MKTP.CD,Burkina Faso,BFA,1961,350247237.1
NY.GDP.MKTP.CD,Burundi,BDI,1961,202999992
NY.GDP.MKTP.CD,Cabo Verde,CPV,1961,NA
NY.GDP.MKTP.CD,Cambodia,KHM,1961,642857134.3
NY.GDP.MKTP.CD,Cameroon,CMR,1961,657597382.8
NY.GDP.MKTP.CD,Canada,CAN,1961,40767969454
NY.GDP.MKTP.CD,Chad,TCD,1961,333975336.6
NY.GDP.MKTP.CD,Chile,CHL,1961,4609727273
NY.GDP.MKTP.CD,China,CHN,1961,50056868958
NY.GDP.MKTP.CD,Colombia,COL,1961,4552914000
NY.GDP.MKTP.CD,Comoros,COM,1961,NA
NY.GDP.MKTP.CD,"Congo, Dem. Rep.",COD,1961,3086746857
NY.GDP.MKTP.CD,"Congo, Rep.",COG,1961,151675739.2
NY.GDP.MKTP.CD,Costa Rica,CRI,1961,490325181.6
NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,1961,618245639.2
NY.GDP.MKTP.CD,Croatia,HRV,1961,NA
NY.GDP.MKTP.CD,Cuba,CUB,1961,NA
NY.GDP.MKTP.CD,Curacao,CUW,1961,NA
NY.GDP.MKTP.CD,Cyprus,CYP,1961,NA
NY.GDP.MKTP.CD,Czech Republic,CZE,1961,NA
NY.GDP.MKTP.CD,Denmark,DNK,1961,6933842099
NY.GDP.MKTP.CD,Djibouti,DJI,1961,NA
NY.GDP.MKTP.CD,Dominica,DMA,1961,NA
NY.GDP.MKTP.CD,Dominican Republic,DOM,1961,654100200
NY.GDP.MKTP.CD,Ecuador,ECU,1961,979108806.8
NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,1961,NA
NY.GDP.MKTP.CD,El Salvador,SLV,1961,NA
NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,1961,NA
NY.GDP.MKTP.CD,Eritrea,ERI,1961,NA
NY.GDP.MKTP.CD,Estonia,EST,1961,NA
NY.GDP.MKTP.CD,Eswatini,SWZ,1961,43025199.5
NY.GDP.MKTP.CD,Ethiopia,ETH,1961,NA
NY.GDP.MKTP.CD,Fiji,FJI,1961,116987784.9
NY.GDP.MKTP.CD,Finland,FIN,1961,5921659485
NY.GDP.MKTP.CD,France,FRA,1961,68346741504
NY.GDP.MKTP.CD,French Polynesia,PYF,1961,NA
NY.GDP.MKTP.CD,Gabon,GAB,1961,167637907.4
NY.GDP.MKTP.CD,"Gambia, The",GMB,1961,NA
NY.GDP.MKTP.CD,Georgia,GEO,1961,NA
NY.GDP.MKTP.CD,Germany,DEU,1961,NA
NY.GDP.MKTP.CD,Ghana,GHA,1961,1302674264
NY.GDP.MKTP.CD,Gibraltar,GIB,1961,NA
NY.GDP.MKTP.CD,Greece,GRC,1961,5016048786
NY.GDP.MKTP.CD,Greenland,GRL,1961,NA
NY.GDP.MKTP.CD,Grenada,GRD,1961,NA
NY.GDP.MKTP.CD,Guatemala,GTM,1961,1076699900
NY.GDP.MKTP.CD,Guinea,GIN,1961,NA
NY.GDP.MKTP.CD,Guinea-Bissau,GNB,1961,NA
NY.GDP.MKTP.CD,Guyana,GUY,1961,185848451.3
NY.GDP.MKTP.CD,Haiti,HTI,1961,NA
NY.GDP.MKTP.CD,Honduras,HND,1961,356200000
NY.GDP.MKTP.CD,Hungary,HUN,1961,NA
NY.GDP.MKTP.CD,Iceland,ISL,1961,253885656.3
NY.GDP.MKTP.CD,India,IND,1961,38709096076
NY.GDP.MKTP.CD,Indonesia,IDN,1961,NA
NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,1961,4426949095
NY.GDP.MKTP.CD,Iraq,IRQ,1961,1831700364
NY.GDP.MKTP.CD,Ireland,IRL,1961,2088012282
NY.GDP.MKTP.CD,Isle of Man,IMN,1961,NA
NY.GDP.MKTP.CD,Israel,ISR,1961,3138500000
NY.GDP.MKTP.CD,Italy,ITA,1961,44842760293
NY.GDP.MKTP.CD,Jamaica,JAM,1961,748028839.4
NY.GDP.MKTP.CD,Japan,JPN,1961,53508617739
NY.GDP.MKTP.CD,Jordan,JOR,1961,NA
NY.GDP.MKTP.CD,Kazakhstan,KAZ,1961,NA
NY.GDP.MKTP.CD,Kenya,KEN,1961,792959472.1
NY.GDP.MKTP.CD,Kiribati,KIR,1961,NA
NY.GDP.MKTP.CD,"Korea, Dem. People_验s Rep.",PRK,1961,NA
NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1961,2417237754
NY.GDP.MKTP.CD,Kuwait,KWT,1961,NA
NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1961,NA
NY.GDP.MKTP.CD,Lao PDR,LAO,1961,NA
NY.GDP.MKTP.CD,Latvia,LVA,1961,NA
NY.GDP.MKTP.CD,Lebanon,LBN,1961,NA
NY.GDP.MKTP.CD,Lesotho,LSO,1961,35699286.01
NY.GDP.MKTP.CD,Liberia,LBR,1961,183920900
NY.GDP.MKTP.CD,Libya,LBY,1961,NA
NY.GDP.MKTP.CD,Liechtenstein,LIE,1961,NA
NY.GDP.MKTP.CD,Lithuania,LTU,1961,NA
NY.GDP.MKTP.CD,"Macao SAR, China",MAC,1961,NA
NY.GDP.MKTP.CD,"Macedonia, FYR",MKD,1961,NA
NY.GDP.MKTP.CD,Madagascar,MDG,1961,699161943.9
NY.GDP.MKTP.CD,Malawi,MWI,1961,174576508.5
NY.GDP.MKTP.CD,Malaysia,MYS,1961,1901868548
NY.GDP.MKTP.CD,Maldives,MDV,1961,NA
NY.GDP.MKTP.CD,Mali,MLI,1961,NA
NY.GDP.MKTP.CD,Malta,MLT,1961,NA
NY.GDP.MKTP.CD,Marshall Islands,MHL,1961,NA
NY.GDP.MKTP.CD,Mauritania,MRT,1961,107726181.2
NY.GDP.MKTP.CD,Mauritius,MUS,1961,NA
NY.GDP.MKTP.CD,Mexico,MEX,1961,1.42E+10
NY.GDP.MKTP.CD,Moldova,MDA,1961,NA
NY.GDP.MKTP.CD,Monaco,MCO,1961,NA
NY.GDP.MKTP.CD,Mongolia,MNG,1961,NA
NY.GDP.MKTP.CD,Morocco,MAR,1961,2025689537
NY.GDP.MKTP.CD,Mozambique,MOZ,1961,NA
NY.GDP.MKTP.CD,Namibia,NAM,1961,NA
NY.GDP.MKTP.CD,Nepal,NPL,1961,531959561.6
NY.GDP.MKTP.CD,Netherlands,NLD,1961,13493833740
NY.GDP.MKTP.CD,New Caledonia,NCL,1961,NA
NY.GDP.MKTP.CD,New Zealand,NZL,1961,5670064168
NY.GDP.MKTP.CD,Nicaragua,NIC,1961,NA
NY.GDP.MKTP.CD,Niger,NER,1961,485785234.9
NY.GDP.MKTP.CD,Nigeria,NGA,1961,4467200336
NY.GDP.MKTP.CD,Norway,NOR,1961,5632460937
NY.GDP.MKTP.CD,Oman,OMN,1961,NA
NY.GDP.MKTP.CD,Pakistan,PAK,1961,4054599181
NY.GDP.MKTP.CD,Panama,PAN,1961,599026300
NY.GDP.MKTP.CD,Papua New Guinea,PNG,1961,244832035
NY.GDP.MKTP.CD,Paraguay,PRY,1961,NA
NY.GDP.MKTP.CD,Peru,PER,1961,2899654840
NY.GDP.MKTP.CD,Philippines,PHL,1961,7256966966
NY.GDP.MKTP.CD,Poland,POL,1961,NA
NY.GDP.MKTP.CD,Portugal,PRT,1961,3417516639
NY.GDP.MKTP.CD,Puerto Rico,PRI,1961,1865100000
NY.GDP.MKTP.CD,Qatar,QAT,1961,NA
NY.GDP.MKTP.CD,Romania,ROU,1961,NA
NY.GDP.MKTP.CD,Russian Federation,RUS,1961,NA
NY.GDP.MKTP.CD,Rwanda,RWA,1961,122000016
NY.GDP.MKTP.CD,Samoa,WSM,1961,NA
NY.GDP.MKTP.CD,Saudi Arabia,SAU,1961,NA
NY.GDP.MKTP.CD,Senegal,SEN,1961,836493109.2
NY.GDP.MKTP.CD,Serbia,SRB,1961,NA
NY.GDP.MKTP.CD,Seychelles,SYC,1961,11592024.36
NY.GDP.MKTP.CD,Sierra Leone,SLE,1961,327834680.6
NY.GDP.MKTP.CD,Singapore,SGP,1961,764308114.5
NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,1961,NA
NY.GDP.MKTP.CD,Slovak Republic,SVK,1961,NA
NY.GDP.MKTP.CD,Slovenia,SVN,1961,NA
NY.GDP.MKTP.CD,Solomon Islands,SLB,1961,NA
NY.GDP.MKTP.CD,South Africa,ZAF,1961,7972840543
NY.GDP.MKTP.CD,Spain,ESP,1961,13834300571
NY.GDP.MKTP.CD,Sri Lanka,LKA,1961,1444327731
NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,1961,12483229.31
NY.GDP.MKTP.CD,St. Lucia,LCA,1961,NA
NY.GDP.MKTP.CD,St. Martin (French part),MAF,1961,NA
NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,1961,13999883.33
NY.GDP.MKTP.CD,Sudan,SDN,1961,1419333333
NY.GDP.MKTP.CD,Suriname,SUR,1961,98400000
NY.GDP.MKTP.CD,Sweden,SWE,1961,16147160123
NY.GDP.MKTP.CD,Switzerland,CHE,1961,10712712465
NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,1961,945244992.2
NY.GDP.MKTP.CD,Tajikistan,TJK,1961,NA
NY.GDP.MKTP.CD,Tanzania,TZA,1961,NA
NY.GDP.MKTP.CD,Thailand,THA,1961,3034043574
NY.GDP.MKTP.CD,Togo,TGO,1961,126396469.7
NY.GDP.MKTP.CD,Tonga,TON,1961,NA
NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,1961,584961208.7
NY.GDP.MKTP.CD,Tunisia,TUN,1961,NA
NY.GDP.MKTP.CD,Turkey,TUR,1961,8022222222
NY.GDP.MKTP.CD,Turkmenistan,TKM,1961,NA
NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,1961,NA
NY.GDP.MKTP.CD,Tuvalu,TUV,1961,NA
NY.GDP.MKTP.CD,Uganda,UGA,1961,441524109
NY.GDP.MKTP.CD,Ukraine,UKR,1961,NA
NY.GDP.MKTP.CD,United Arab Emirates,ARE,1961,NA
NY.GDP.MKTP.CD,United Kingdom,GBR,1961,76694360636
NY.GDP.MKTP.CD,United States,USA,1961,5.63E+11
NY.GDP.MKTP.CD,Uruguay,URY,1961,1547388781
NY.GDP.MKTP.CD,Uzbekistan,UZB,1961,NA
NY.GDP.MKTP.CD,Vanuatu,VUT,1961,NA
NY.GDP.MKTP.CD,"Venezuela, RB",VEN,1961,9058121212
NY.GDP.MKTP.CD,Vietnam,VNM,1961,NA
NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,1961,25700000
NY.GDP.MKTP.CD,West Bank and Gaza,PSE,1961,NA
NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,1961,NA
NY.GDP.MKTP.CD,Zambia,ZMB,1961,696285714.3
NY.GDP.MKTP.CD,Zimbabwe,ZWE,1961,1096646600
NY.GDP.MKTP.CD,Arab World,ARB,1961,NA
NY.GDP.MKTP.CD,Caribbean small states,CSS,1961,2061195460
NY.GDP.MKTP.CD,North America,NAC,1961,6.04E+11
NY.GDP.MKTP.CD,Not classified,INX,1961,NA
NY.GDP.MKTP.CD,Other small states,OSS,1961,NA
NY.GDP.MKTP.CD,Pacific island small states,PSS,1961,NA
NY.GDP.MKTP.CD,Small states,SST,1961,NA
NY.GDP.MKTP.CD,Afghanistan,AFG,1962,546666677.8
NY.GDP.MKTP.CD,Albania,ALB,1962,NA
NY.GDP.MKTP.CD,Algeria,DZA,1962,2001468868
NY.GDP.MKTP.CD,Andorra,AND,1962,NA
NY.GDP.MKTP.CD,Angola,AGO,1962,NA
NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,1962,NA
NY.GDP.MKTP.CD,Argentina,ARG,1962,24450604878
NY.GDP.MKTP.CD,Armenia,ARM,1962,NA
NY.GDP.MKTP.CD,Australia,AUS,1962,19888005376
NY.GDP.MKTP.CD,Austria,AUT,1962,7756110210
NY.GDP.MKTP.CD,Azerbaijan,AZE,1962,NA
NY.GDP.MKTP.CD,"Bahamas, The",BHS,1962,212254902
NY.GDP.MKTP.CD,Bahrain,BHR,1962,NA
NY.GDP.MKTP.CD,Bangladesh,BGD,1962,5081413340
NY.GDP.MKTP.CD,Barbados,BRB,1962,NA
NY.GDP.MKTP.CD,Belarus,BLR,1962,NA
NY.GDP.MKTP.CD,Belgium,BEL,1962,13264015675
NY.GDP.MKTP.CD,Belize,BLZ,1962,31856922.86
NY.GDP.MKTP.CD,Benin,BEN,1962,236434906.8
NY.GDP.MKTP.CD,Bermuda,BMU,1962,94149985.97
NY.GDP.MKTP.CD,Bhutan,BTN,1962,NA
NY.GDP.MKTP.CD,Bolivia,BOL,1962,669722541.3
NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,1962,NA
