Country,Year,Population
ETH,2017,104957438
EUU,1960,409498463
EUU,1961,413007006
EUU,1962,416670637
EUU,1963,420393293
EUU,1964,424075858
EUU,1965,427592605
EUU,1966,430868372
EUU,1967,434001556
EUU,1968,436916059
EUU,1969,439730656
EUU,1970,442062266
EUU,1971,444400996
EUU,1972,447253578
EUU,1973,449960637
EUU,1974,452475893
EUU,1975,454865483
EUU,1976,457001001
EUU,1977,458888174
EUU,1978,460699315
EUU,1979,462488540
EUU,1980,464392913
EUU,1981,466099879
EUU,1982,467389436
EUU,1983,468468840
EUU,1984,469501597
EUU,1985,470637754
EUU,1986,471937316
EUU,1987,473284093
EUU,1988,474792549
EUU,1989,476392094
EUU,1990,478005307
EUU,1991,478976405
EUU,1992,480438474
EUU,1993,482099286
EUU,1994,483262845
EUU,1995,484271344
EUU,1996,485000716
EUU,1997,485892094
EUU,1998,486565871
EUU,1999,487539366
EUU,2000,488178832
EUU,2001,489155665
EUU,2002,490390251
EUU,2003,492200117
EUU,2004,494162543
EUU,2005,496115006
EUU,2006,497973712
EUU,2007,499916647
EUU,2008,501808477
EUU,2009,503317964
EUU,2010,504421126
EUU,2011,504015371
EUU,2012,505117542
EUU,2013,506621110
EUU,2014,508193872
EUU,2015,509717579
EUU,2016,511218960
EUU,2017,512461290
FCS,1960,119967877
FCS,1961,122738548
FCS,1962,125620594
FCS,1963,128621853
FCS,1964,131764369
FCS,1965,135063791
FCS,1966,138532362
FCS,1967,142167980
FCS,1968,145950382
FCS,1969,149853252
FCS,1970,153859672
FCS,1971,157948126
FCS,1972,162133008
FCS,1973,166464128
FCS,1974,171018004
FCS,1975,175837838
FCS,1976,180955166
FCS,1977,186328587
FCS,1978,191851145
FCS,1979,197374705
FCS,1980,202791782
FCS,1981,208084754
FCS,1982,213292176
FCS,1983,218448678
FCS,1984,223607635
FCS,1985,228824309
FCS,1986,234072288
FCS,1987,239375914
FCS,1988,244894863
FCS,1989,250831755
FCS,1990,259301889
FCS,1991,266530173
FCS,1992,274337650
FCS,1993,282512676
FCS,1994,290750580
FCS,1995,298837493
FCS,1996,306691898
FCS,1997,314393550
FCS,1998,321885559
FCS,1999,329495037
FCS,2000,337602457
FCS,2001,346168747
FCS,2002,355076801
FCS,2003,364275678
FCS,2004,373680882
FCS,2005,383230416
FCS,2006,392932365
FCS,2007,402796842
FCS,2008,412832401
FCS,2009,423028631
FCS,2010,433388814
FCS,2011,443918286
FCS,2012,454618893
FCS,2013,465515402
FCS,2014,476608101
FCS,2015,487923553
FCS,2016,499508468
FCS,2017,511336623
FIN,1960,4429634
FIN,1961,4461005
FIN,1962,4491443
FIN,1963,4523309
FIN,1964,4548543
FIN,1965,4563732
FIN,1966,4580869
FIN,1967,4605744
FIN,1968,4626469
FIN,1969,4623785
FIN,1970,4606307
FIN,1971,4612124
FIN,1972,4639657
FIN,1973,4666081
FIN,1974,4690574
FIN,1975,4711440
FIN,1976,4725664
FIN,1977,4738902
FIN,1978,4752528
FIN,1979,4764690
FIN,1980,4779535
FIN,1981,4799964
FIN,1982,4826933
FIN,1983,4855787
FIN,1984,4881803
FIN,1985,4902206
FIN,1986,4918154
FIN,1987,4932123
FIN,1988,4946481
FIN,1989,4964371
FIN,1990,4986431
FIN,1991,5013740
FIN,1992,5041992
FIN,1993,5066447
FIN,1994,5088333
FIN,1995,5107790
FIN,1996,5124573
FIN,1997,5139835
FIN,1998,5153498
FIN,1999,5165474
FIN,2000,5176209
FIN,2001,5188008
FIN,2002,5200598
FIN,2003,5213014
FIN,2004,5228172
FIN,2005,5246096
FIN,2006,5266268
FIN,2007,5288720
FIN,2008,5313399
FIN,2009,5338871
FIN,2010,5363352
FIN,2011,5388272
FIN,2012,5413971
FIN,2013,5438972
FIN,2014,5461512
FIN,2015,5479531
FIN,2016,5495303
FIN,2017,5511303
FJI,1960,393386
FJI,1961,407156
FJI,1962,421577
FJI,1963,436208
FJI,1964,450450
FJI,1965,463883
FJI,1966,476324
FJI,1967,487913
FJI,1968,498892
FJI,1969,509658
FJI,1970,520529
FJI,1971,531601
FJI,1972,542814
FJI,1973,554107
FJI,1974,565388
FJI,1975,576595
FJI,1976,587520
FJI,1977,598259
FJI,1978,609345
FJI,1979,621538
FJI,1980,635255
FJI,1981,650955
FJI,1982,668198
FJI,1983,685391
FJI,1984,700366
FJI,1985,711661
FJI,1986,718548
FJI,1987,721725
FJI,1988,722917
FJI,1989,724624
FJI,1990,728628
FJI,1991,735473
FJI,1992,744531
FJI,1993,755026
FJI,1994,765667
FJI,1995,775498
FJI,1996,784476
FJI,1997,792860
FJI,1998,800315
FJI,1999,806494
FJI,2000,811223
FJI,2001,814218
FJI,2002,815691
FJI,2003,816628
FJI,2004,818354
FJI,2005,821817
FJI,2006,827411
FJI,2007,834812
FJI,2008,843340
FJI,2009,851967
FJI,2010,859950
FJI,2011,867086
FJI,2012,873596
FJI,2013,879715
FJI,2014,885806
FJI,2015,892149
FJI,2016,898760
FJI,2017,905502
FRA,1960,46814237
FRA,1961,47444751
FRA,1962,48119649
FRA,1963,48803680
FRA,1964,49449403
FRA,1965,50023774
FRA,1966,50508717
FRA,1967,50915456
FRA,1968,51276054
FRA,1969,51638260
FRA,1970,52035095
FRA,1971,52480421
FRA,1972,52959228
FRA,1973,53441264
FRA,1974,53882416
FRA,1975,54252574
FRA,1976,54541493
FRA,1977,54764462
FRA,1978,54947975
FRA,1979,55130594
FRA,1980,55340782
FRA,1981,55585824
FRA,1982,55858727
FRA,1983,56156284
FRA,1984,56470769
FRA,1985,56795686
FRA,1986,57132691
FRA,1987,57482591
FRA,1988,57836486
FRA,1989,58182702
FRA,1990,58512808
FRA,1991,58559311
FRA,1992,58851217
FRA,1993,59106768
FRA,1994,59327192
FRA,1995,59541899
FRA,1996,59753100
FRA,1997,59964851
FRA,1998,60186288
FRA,1999,60496718
FRA,2000,60912500
FRA,2001,61357430
FRA,2002,61805267
FRA,2003,62244886
FRA,2004,62704895
FRA,2005,63179351
FRA,2006,63621381
FRA,2007,64016227
FRA,2008,64374989
FRA,2009,64707044
FRA,2010,65027507
FRA,2011,65342775
FRA,2012,65659789
FRA,2013,65998660
FRA,2014,66316092
FRA,2015,66593366
FRA,2016,66859768
FRA,2017,67118648
FRO,1960,34661
FRO,1961,35115
FRO,1962,35570
FRO,1963,36014
FRO,1964,36454
FRO,1965,36900
FRO,1966,37334
FRO,1967,37768
FRO,1968,38200
FRO,1969,38646
FRO,1970,39083
FRO,1971,39537
FRO,1972,40009
FRO,1973,40486
FRO,1974,40955
FRO,1975,41407
FRO,1976,41848
FRO,1977,42275
FRO,1978,42693
FRO,1979,43101
FRO,1980,43514
FRO,1981,43917
FRO,1982,44307
FRO,1983,44700
FRO,1984,45122
FRO,1985,45573
FRO,1986,46077
FRO,1987,46621
FRO,1988,47117
FRO,1989,47466
FRO,1990,47594
FRO,1991,47457
FRO,1992,47101
FRO,1993,46640
FRO,1994,46250
FRO,1995,46040
FRO,1996,46058
FRO,1997,46251
FRO,1998,46580
FRO,1999,46937
FRO,2000,47258
FRO,2001,47526
FRO,2002,47769
FRO,2003,47974
FRO,2004,48143
FRO,2005,48285
FRO,2006,48383
FRO,2007,48448
FRO,2008,48485
FRO,2009,48517
FRO,2010,48550
FRO,2011,48608
FRO,2012,48666
FRO,2013,48747
FRO,2014,48842
FRO,2015,48965
FRO,2016,49117
FRO,2017,49290
FSM,1960,44537
FSM,1961,45955
FSM,1962,47388
FSM,1963,48876
FSM,1964,50487
FSM,1965,52242
FSM,1966,54199
FSM,1967,56319
FSM,1968,58403
FSM,1969,60170
FSM,1970,61431
FSM,1971,62108
FSM,1972,62298
FSM,1973,62290
FSM,1974,62476
FSM,1975,63144
FSM,1976,64386
FSM,1977,66105
FSM,1978,68222
FSM,1979,70550
FSM,1980,72964
FSM,1981,75462
FSM,1982,78059
FSM,1983,80678
FSM,1984,83240
FSM,1985,85686
FSM,1986,87948
FSM,1987,90020
FSM,1988,92021
FSM,1989,94091
FSM,1990,96331
FSM,1991,98799
FSM,1992,101413
FSM,1993,103934
FSM,1994,106057
FSM,1995,107556
FSM,1996,108344
FSM,1997,108502
FSM,1998,108238
FSM,1999,107816
FSM,2000,107432
FSM,2001,107165
FSM,2002,106983
FSM,2003,106816
FSM,2004,106577
FSM,2005,106196
FSM,2006,105684
FSM,2007,105078
FSM,2008,104478
FSM,2009,103960
FSM,2010,103616
FSM,2011,103468
FSM,2012,103503
FSM,2013,103702
FSM,2014,104015
FSM,2015,104433
FSM,2016,104937
FSM,2017,105544
GAB,1960,499184
GAB,1961,504167
GAB,1962,509806
GAB,1963,516265
GAB,1964,523789
GAB,1965,532511
GAB,1966,542557
GAB,1967,553823
GAB,1968,565873
GAB,1969,578108
GAB,1970,590118
GAB,1971,601731
GAB,1972,613123
GAB,1973,624621
GAB,1974,636696
GAB,1975,649716
GAB,1976,663770
GAB,1977,678774
GAB,1978,694732
GAB,1979,711533
GAB,1980,729159
GAB,1981,747587
GAB,1982,766855
GAB,1983,787013
GAB,1984,808083
GAB,1985,830085
GAB,1986,853027
GAB,1987,876863
GAB,1988,901458
GAB,1989,926622
GAB,1990,952212
GAB,1991,978223
GAB,1992,1004676
GAB,1993,1031504
GAB,1994,1058663
GAB,1995,1086137
GAB,1996,1113994
GAB,1997,1142324
GAB,1998,1171224
GAB,1999,1200773
GAB,2000,1231122
GAB,2001,1262259
GAB,2002,1294409
GAB,2003,1328146
GAB,2004,1364205
GAB,2005,1403126
GAB,2006,1444844
GAB,2007,1489193
GAB,2008,1536411
GAB,2009,1586754
GAB,2010,1640210
GAB,2011,1697101
GAB,2012,1756817
GAB,2013,1817271
GAB,2014,1875713
GAB,2015,1930175
GAB,2016,1979786
GAB,2017,2025137
GBR,1960,52400000
GBR,1961,52800000
GBR,1962,53250000
GBR,1963,53650000
GBR,1964,54000000
GBR,1965,54348050
GBR,1966,54648500
GBR,1967,54943600
GBR,1968,55211700
GBR,1969,55441750
GBR,1970,55663250
GBR,1971,55896223
GBR,1972,56086065
GBR,1973,56194527
GBR,1974,56229974
GBR,1975,56225800
GBR,1976,56211968
GBR,1977,56193492
GBR,1978,56196504
GBR,1979,56246951
GBR,1980,56314216
GBR,1981,56333829
GBR,1982,56313641
GBR,1983,56332848
GBR,1984,56422072
GBR,1985,56550268
GBR,1986,56681396
GBR,1987,56802050
GBR,1988,56928327
GBR,1989,57076711
GBR,1990,57247586
GBR,1991,57424897
GBR,1992,57580402
GBR,1993,57718614
GBR,1994,57865745
GBR,1995,58019030
GBR,1996,58166950
GBR,1997,58316954
GBR,1998,58487141
GBR,1999,58682466
GBR,2000,58892514
GBR,2001,59119673
GBR,2002,59370479
GBR,2003,59647577
GBR,2004,59987905
GBR,2005,60401206
GBR,2006,60846820
GBR,2007,61322463
GBR,2008,61806995
GBR,2009,62276270
GBR,2010,62766365
GBR,2011,63258918
GBR,2012,63700300
GBR,2013,64128226
GBR,2014,64613160
GBR,2015,65128861
GBR,2016,65595565
GBR,2017,66022273
GEO,1960,3645600
GEO,1961,3703600
GEO,1962,3760300
GEO,1963,3816100
GEO,1964,3870300
GEO,1965,3921600
GEO,1966,3966700
GEO,1967,4005800
GEO,1968,4042300
GEO,1969,4080300
GEO,1970,4119900
GEO,1971,4163000
GEO,1972,4205300
GEO,1973,4242500
GEO,1974,4279500
GEO,1975,4311200
GEO,1976,4342400
GEO,1977,4372100
GEO,1978,4397700
GEO,1979,4430200
GEO,1980,4467700
GEO,1981,4504500
GEO,1982,4542800
GEO,1983,4582900
GEO,1984,4622200
GEO,1985,4662900
GEO,1986,4704500
GEO,1987,4743500
GEO,1988,4790700
GEO,1989,4803300
GEO,1990,4802000
GEO,1991,4835900
GEO,1992,4873500
GEO,1993,4911100
GEO,1994,4861600
GEO,1995,4734000
GEO,1996,4616100
GEO,1997,4531600
GEO,1998,4487300
GEO,1999,4452500
GEO,2000,4418300
GEO,2001,4386400
GEO,2002,4357000
GEO,2003,4301000
GEO,2004,4245000
GEO,2005,4190000
GEO,2006,4136000
GEO,2007,4082000
GEO,2008,4030000
GEO,2009,3978000
GEO,2010,3926000
GEO,2011,3875000
GEO,2012,3825000
GEO,2013,3776000
GEO,2014,3727000
GEO,2015,3717100
GEO,2016,3719300
GEO,2017,3717100
GHA,1960,6652287
GHA,1961,6866539
GHA,1962,7085464
GHA,1963,7303432
GHA,1964,7513289
GHA,1965,7710549
GHA,1966,7890992
GHA,1967,8057444
GHA,1968,8221020
GHA,1969,8397347
GHA,1970,8596983
GHA,1971,8827273
GHA,1972,9083573
GHA,1973,9350111
GHA,1974,9604276
GHA,1975,9831407
GHA,1976,10023472
GHA,1977,10189890
GHA,1978,10354499
GHA,1979,10550777
GHA,1980,10802028
GHA,1981,11117605
GHA,1982,11488106
GHA,1983,11895125
GHA,1984,12311158
GHA,1985,12716228
GHA,1986,13104296
GHA,1987,13481406
GHA,1988,13854214
GHA,1989,14233874
GHA,1990,14628260
GHA,1991,15039514
GHA,1992,15463854
GHA,1993,15896432
GHA,1994,16330174
GHA,1995,16760467
GHA,1996,17185608
GHA,1997,17608812
GHA,1998,18036494
GHA,1999,18477612
GHA,2000,18938762
GHA,2001,19421605
GHA,2002,19924522
GHA,2003,20446782
GHA,2004,20986536
GHA,2005,21542009
GHA,2006,22113425
GHA,2007,22700212
GHA,2008,23298640
GHA,2009,23903831
GHA,2010,24512104
GHA,2011,25121796
GHA,2012,25733049
GHA,2013,26346251
GHA,2014,26962563
GHA,2015,27582821
GHA,2016,28206728
GHA,2017,28833629
GIB,1960,23394
GIB,1961,23786
GIB,1962,24284
GIB,1963,24848
GIB,1964,25454
GIB,1965,26041
GIB,1966,26612
GIB,1967,27174
GIB,1968,27694
GIB,1969,28159
GIB,1970,28560
GIB,1971,28869
GIB,1972,29104
GIB,1973,29278
GIB,1974,29427
GIB,1975,29578
GIB,1976,29742
GIB,1977,29902
GIB,1978,30049
GIB,1979,30177
GIB,1980,30272
GIB,1981,30334
GIB,1982,30381
GIB,1983,30383
GIB,1984,30325
GIB,1985,30207
GIB,1986,30004
GIB,1987,29744
GIB,1988,29469
GIB,1989,29262
GIB,1990,29164
GIB,1991,29212
GIB,1992,29379
GIB,1993,29623
GIB,1994,29895
GIB,1995,30147
GIB,1996,30382
GIB,1997,30594
GIB,1998,30801
GIB,1999,30991
GIB,2000,31180
GIB,2001,31374
GIB,2002,31544
GIB,2003,31720
GIB,2004,31896
GIB,2005,32085
GIB,2006,32296
GIB,2007,32510
GIB,2008,32732
GIB,2009,32956
GIB,2010,33189
GIB,2011,33405
GIB,2012,33623
GIB,2013,33831
GIB,2014,34038
GIB,2015,34228
GIB,2016,34408
GIB,2017,34571
GIN,1960,3577409
GIN,1961,3633652
GIN,1962,3690664
GIN,1963,3749505
GIN,1964,3811659
GIN,1965,3877806
GIN,1966,3948869
GIN,1967,4023486
GIN,1968,4097191
GIN,1969,4164003
GIN,1970,4219770
GIN,1971,4263840
GIN,1972,4298091
GIN,1973,4324360
GIN,1974,4345545
GIN,1975,4364514
GIN,1976,4381601
GIN,1977,4398484
GIN,1978,4421134
GIN,1979,4457078
GIN,1980,4511902
GIN,1981,4589784
GIN,1982,4690605
GIN,1983,4810496
GIN,1984,4943144
GIN,1985,5084767
GIN,1986,5229797
GIN,1987,5381483
GIN,1988,5554882
GIN,1989,5770652
GIN,1990,6041094
GIN,1991,6374329
GIN,1992,6758838
GIN,1993,7163236
GIN,1994,7544291
GIN,1995,7871173
GIN,1996,8132552
GIN,1997,8337988
GIN,1998,8503297
GIN,1999,8653769
GIN,2000,8808546
GIN,2001,8971139
GIN,2002,9137345
GIN,2003,9309848
GIN,2004,9490229
GIN,2005,9679745
GIN,2006,9881428
GIN,2007,10096727
GIN,2008,10323142
GIN,2009,10556524
GIN,2010,10794170
GIN,2011,11035170
GIN,2012,11281469
GIN,2013,11536615
GIN,2014,11805509
GIN,2015,12091533
GIN,2016,12395924
GIN,2017,12717176
GMB,1960,367928
GMB,1961,376737
GMB,1962,383523
GMB,1963,389072
GMB,1964,394553
GMB,1965,400861
GMB,1966,408180
GMB,1967,416339
GMB,1968,425510
GMB,1969,435798
GMB,1970,447285
GMB,1971,460194
GMB,1972,474539
GMB,1973,489861
GMB,1974,505512
GMB,1975,521070
GMB,1976,536409
GMB,1977,551817
GMB,1978,567831
GMB,1979,585157
GMB,1980,604369
GMB,1981,625411
GMB,1982,648210
GMB,1983,673238
GMB,1984,701104
GMB,1985,732096
GMB,1986,766589
GMB,1987,804125
GMB,1988,843050
GMB,1989,881138
GMB,1990,916808
GMB,1991,949493
GMB,1992,979718
GMB,1993,1008358
GMB,1994,1036829
GMB,1995,1066223
GMB,1996,1096708
GMB,1997,1128169
GMB,1998,1160944
GMB,1999,1195420
GMB,2000,1231844
GMB,2001,1270495
GMB,2002,1311349
GMB,2003,1354194
GMB,2004,1398573
GMB,2005,1444204
GMB,2006,1491021
GMB,2007,1539116
GMB,2008,1588572
GMB,2009,1639560
GMB,2010,1692149
GMB,2011,1746363
GMB,2012,1802125
GMB,2013,1859324
GMB,2014,1917852
GMB,2015,1977590
GMB,2016,2038501
GMB,2017,2100568
GNB,1960,616409
GNB,1961,623415
GNB,1962,629969
GNB,1963,636586
GNB,1964,643961
GNB,1965,652562
GNB,1966,662463
GNB,1967,673462
GNB,1968,685476
GNB,1969,698338
GNB,1970,711827
GNB,1971,726256
GNB,1972,741490
GNB,1973,756280
GNB,1974,768945
GNB,1975,778470
GNB,1976,784156
GNB,1977,786754
GNB,1978,788495
GNB,1979,792462
GNB,1980,800854
GNB,1981,814507
GNB,1982,832668
GNB,1983,854113
GNB,1984,876873
GNB,1985,899509
GNB,1986,921626
GNB,1987,943617
GNB,1988,965742
GNB,1989,988520
GNB,1990,1012280
GNB,1991,1037155
GNB,1992,1062800
GNB,1993,1088569
GNB,1994,1113541
GNB,1995,1137122
GNB,1996,1159060
GNB,1997,1179727
GNB,1998,1199915
GNB,1999,1220794
GNB,2000,1243229
GNB,2001,1267512
GNB,2002,1293523
GNB,2003,1321202
GNB,2004,1350345
GNB,2005,1380838
GNB,2006,1412669
GNB,2007,1445958
GNB,2008,1480841
GNB,2009,1517448
GNB,2010,1555880
GNB,2011,1596154
GNB,2012,1638139
GNB,2013,1681495
GNB,2014,1725744
GNB,2015,1770526
GNB,2016,1815698
GNB,2017,1861283
GNQ,1960,255323
GNQ,1961,258947
GNQ,1962,262590
GNQ,1963,266598
GNQ,1964,271457
GNQ,1965,277396
GNQ,1966,284868
GNQ,1967,293440
GNQ,1968,301353
GNQ,1969,306233
GNQ,1970,306515
GNQ,1971,301666
GNQ,1972,292585
GNQ,1973,281021
GNQ,1974,269426
GNQ,1975,259747
GNQ,1976,252194
GNQ,1977,246677
GNQ,1978,244485
GNQ,1979,247078
GNQ,1980,255325
GNQ,1981,270063
GNQ,1982,290617
GNQ,1983,314475
GNQ,1984,338086
GNQ,1985,358896
GNQ,1986,376024
GNQ,1987,390173
GNQ,1988,402326
GNQ,1989,414138
GNQ,1990,426846
GNQ,1991,440624
GNQ,1992,455148
GNQ,1993,470610
GNQ,1994,487140
GNQ,1995,504871
GNQ,1996,523999
GNQ,1997,544636
GNQ,1998,566673
GNQ,1999,589938
GNQ,2000,614323
GNQ,2001,639762
GNQ,2002,666407
GNQ,2003,694611
GNQ,2004,724817
GNQ,2005,757317
GNQ,2006,792217
GNQ,2007,829327
GNQ,2008,868418
GNQ,2009,909111
GNQ,2010,951104
GNQ,2011,994290
GNQ,2012,1038593
GNQ,2013,1083746
GNQ,2014,1129424
GNQ,2015,1175389
GNQ,2016,1221490
GNQ,2017,1267689
GRC,1960,8331725
GRC,1961,8398050
GRC,1962,8448233
GRC,1963,8479625
GRC,1964,8510429
GRC,1965,8550333
GRC,1966,8613651
GRC,1967,8684088
GRC,1968,8740765
GRC,1969,8772764
GRC,1970,8792806
GRC,1971,8831036
GRC,1972,8888628
GRC,1973,8929086
GRC,1974,8962022
GRC,1975,9046541
GRC,1976,9188150
GRC,1977,9308479
GRC,1978,9429959
GRC,1979,9548258
GRC,1980,9642505
GRC,1981,9729350
GRC,1982,9789513
GRC,1983,9846627
GRC,1984,9895801
GRC,1985,9934300
GRC,1986,9967213
GRC,1987,10000595
GRC,1988,10036983
GRC,1989,10089498
GRC,1990,10196792
GRC,1991,10319927
GRC,1992,10399061
GRC,1993,10460415
GRC,1994,10512922
GRC,1995,10562153
GRC,1996,10608800
GRC,1997,10661259
GRC,1998,10720509
GRC,1999,10761698
GRC,2000,10805808
GRC,2001,10862132
GRC,2002,10902022
GRC,2003,10928070
GRC,2004,10955141
GRC,2005,10987314
GRC,2006,11020362
GRC,2007,11048473
GRC,2008,11077841
GRC,2009,11107017
GRC,2010,11121341
GRC,2011,11104899
GRC,2012,11045011
GRC,2013,10965211
GRC,2014,10892413
GRC,2015,10820883
GRC,2016,10775971
GRC,2017,10760421
GRD,1960,89869
GRD,1961,91260
GRD,1962,92425
GRD,1963,93350
GRD,1964,94066
GRD,1965,94581
GRD,1966,94875
GRD,1967,94961
GRD,1968,94868
GRD,1969,94682
GRD,1970,94426
GRD,1971,94185
GRD,1972,93934
GRD,1973,93630
GRD,1974,93152
GRD,1975,92448
GRD,1976,91437
GRD,1977,90184
GRD,1978,89073
GRD,1979,88568
GRD,1980,89005
GRD,1981,90572
GRD,1982,93091
GRD,1983,95985
GRD,1984,98439
GRD,1985,99906
GRD,1986,100143
GRD,1987,99380
GRD,1988,98062
GRD,1989,96869
GRD,1990,96283
GRD,1991,96454
GRD,1992,97198
GRD,1993,98305
GRD,1994,99405
GRD,1995,100255
GRD,1996,100796
GRD,1997,101122
GRD,1998,101309
GRD,1999,101442
GRD,2000,101619
GRD,2001,101849
GRD,2002,102100
GRD,2003,102375
GRD,2004,102656
GRD,2005,102949
GRD,2006,103259
GRD,2007,103586
GRD,2008,103930
GRD,2009,104296
GRD,2010,104677
GRD,2011,105075
GRD,2012,105481
GRD,2013,105909
GRD,2014,106360
GRD,2015,106823
GRD,2016,107317
GRD,2017,107825
GRL,1960,32500
GRL,1961,33700
GRL,1962,35000
GRL,1963,36400
GRL,1964,37600
GRL,1965,39200
GRL,1966,40500
GRL,1967,41900
GRL,1968,43400
GRL,1969,44900
GRL,1970,46400
GRL,1971,47200
GRL,1972,48300
GRL,1973,49000
GRL,1974,49500
GRL,1975,49600
GRL,1976,49700
GRL,1977,49400
GRL,1978,49200
GRL,1979,49600
GRL,1980,50200
GRL,1981,51000
GRL,1982,51500
GRL,1983,52100
GRL,1984,52700
GRL,1985,53200
GRL,1986,53500
GRL,1987,54100
GRL,1988,54800
GRL,1989,55300
GRL,1990,55600
GRL,1991,55500
GRL,1992,55300
GRL,1993,55200
GRL,1994,55500
GRL,1995,55800
GRL,1996,55900
GRL,1997,56000
GRL,1998,56100
GRL,1999,56100
GRL,2000,56200
GRL,2001,56350
GRL,2002,56609
GRL,2003,56765
GRL,2004,56911
GRL,2005,56935
GRL,2006,56774
GRL,2007,56555
GRL,2008,56328
GRL,2009,56323
GRL,2010,56905
GRL,2011,56890
GRL,2012,56810
GRL,2013,56483
GRL,2014,56295
GRL,2015,56114
GRL,2016,56186
GRL,2017,56171
GTM,1960,4210747
GTM,1961,4336143
GTM,1962,4464249
GTM,1963,4595510
GTM,1964,4730540
GTM,1965,4869716
GTM,1966,5013153
GTM,1967,5160609
GTM,1968,5311615
GTM,1969,5465512
GTM,1970,5621792
GTM,1971,5780480
GTM,1972,5941567
GTM,1973,6104530
GTM,1974,6268707
GTM,1975,6433728
GTM,1976,6599214
GTM,1977,6765516
GTM,1978,6933906
GTM,1979,7106145
GTM,1980,7283459
GTM,1981,7466488
GTM,1982,7654819
GTM,1983,7847472
GTM,1984,8042897
GTM,1985,8240060
GTM,1986,8438604
GTM,1987,8639108
GTM,1988,8842575
GTM,1989,9050465
GTM,1990,9263813
GTM,1991,9483270
GTM,1992,9708544
GTM,1993,9938692
GTM,1994,10172297
GTM,1995,10408489
GTM,1996,10646674
GTM,1997,10887634
GTM,1998,11133501
GTM,1999,11387203
GTM,2000,11650743
GTM,2001,11924946
GTM,2002,12208848
GTM,2003,12500478
GTM,2004,12796925
GTM,2005,13096028
GTM,2006,13397008
GTM,2007,13700286
GTM,2008,14006366
GTM,2009,14316208
GTM,2010,14630417
GTM,2011,14948919
GTM,2012,15271056
GTM,2013,15596214
GTM,2014,15923559
GTM,2015,16252429
GTM,2016,16582469
GTM,2017,16913503
GUM,1960,66742
GUM,1961,68072
GUM,1962,69604
GUM,1963,71286
GUM,1964,73051
GUM,1965,74830
GUM,1966,76607
GUM,1967,78404
GUM,1968,80217
GUM,1969,82040
GUM,1970,83877
GUM,1971,85726
GUM,1972,87587
GUM,1973,89464
GUM,1974,91377
GUM,1975,93352
GUM,1976,95385
GUM,1977,97477
GUM,1978,99630
GUM,1979,101844
GUM,1980,104133
GUM,1981,106485
GUM,1982,108906
GUM,1983,111402
GUM,1984,113961
GUM,1985,116572
GUM,1986,119232
GUM,1987,121919
GUM,1988,124673
GUM,1989,127522
GUM,1990,130482
GUM,1991,133558
GUM,1992,136692
GUM,1993,139818
GUM,1994,142802
GUM,1995,145561
GUM,1996,148060
GUM,1997,150303
GUM,1998,152277
GUM,1999,153953
GUM,2000,155329
GUM,2001,156401
GUM,2002,157175
GUM,2003,157714
GUM,2004,158099
GUM,2005,158402
GUM,2006,158648
GUM,2007,158855
GUM,2008,159035
GUM,2009,159231
GUM,2010,159444
GUM,2011,159678
GUM,2012,159973
GUM,2013,160375
GUM,2014,160967
GUM,2015,161797
GUM,2016,162896
GUM,2017,164229
GUY,1960,571819
GUY,1961,589274
GUY,1962,606285
GUY,1963,622575
GUY,1964,637845
GUY,1965,651868
GUY,1966,664521
GUY,1967,675871
GUY,1968,686146
GUY,1969,695745
GUY,1970,704934
GUY,1971,713684
GUY,1972,721948
GUY,1973,729916
GUY,1974,737847
GUY,1975,745841
GUY,1976,754101
GUY,1977,762424
GUY,1978,770125
GUY,1979,776254
GUY,1980,780153
GUY,1981,781732
GUY,1982,781246
GUY,1983,778948
GUY,1984,775219
GUY,1985,770435
GUY,1986,764459
GUY,1987,757506
GUY,1988,750731
GUY,1989,745665
GUY,1990,743309
GUY,1991,744289
GUY,1992,748134
GUY,1993,753484
GUY,1994,758342
GUY,1995,761291
GUY,1996,761861
GUY,1997,760510
GUY,1998,757952
GUY,1999,755278
GUY,2000,753301
GUY,2001,752263
GUY,2002,751884
GUY,2003,751857
GUY,2004,751652
GUY,2005,750946
GUY,2006,749601
GUY,2007,747869
GUY,2008,746314
GUY,2009,745693
GUY,2010,746556
GUY,2011,749100
GUY,2012,753091
GUY,2013,758081
GUY,2014,763393
GUY,2015,768514
GUY,2016,773303
GUY,2017,777859
HIC,1960,780501923
HIC,1961,792246929
HIC,1962,802642237
HIC,1963,812955277
HIC,1964,823154587
HIC,1965,832959686
HIC,1966,842127682
HIC,1967,850904554
HIC,1968,858706694
HIC,1969,868224174
HIC,1970,876786721
HIC,1971,886003787
HIC,1972,895387452
HIC,1973,903912425
HIC,1974,913510969
HIC,1975,922573384
HIC,1976,930171314
HIC,1977,937990304
HIC,1978,945879993
HIC,1979,954142946
HIC,1980,962228266
HIC,1981,970338016
HIC,1982,978056271
HIC,1983,985349949
HIC,1984,992295742
HIC,1985,999278230
HIC,1986,1006551028
HIC,1987,1013806386
HIC,1988,1021209656
HIC,1989,1029042492
HIC,1990,1037334467
HIC,1991,1045799408
HIC,1992,1052656811
HIC,1993,1061248480
HIC,1994,1069147445
HIC,1995,1078558586
HIC,1996,1086071661
HIC,1997,1093603568
HIC,1998,1100763765
HIC,1999,1108002668
HIC,2000,1115010208
HIC,2001,1122635089
HIC,2002,1130299527
